0x8000,1,1
0x4000,2,2
0x2000,3,3
0x1000,4,4
0x0800,5,5
0x0400,6,6
0x0200,7,7
0x0100,8,8
0x0080,9,9
0x0040,10,10
0x0020,11,11
0x0010,12,12
0x0008,13,13
0x0004,14,14
0x0002,15,15
0x0000,16,16
