35
34
33
36
32
30
29
27
26
37
28
25
39
38
24
23
40
22
21
20
19
43
42
41
18
17
16
15
46
45
44
14
13
12
11
49
48
47
31
10
9
8
7
6
52
51
50
5
4
3
54
53
2
1
0
57
56
55
63
62
61
60
59
58
