0x4000,2,3
0x2000,3,4
0x1000,4,5
0x0800,5,6
0x0400,6,7
0x0200,7,8
0x0100,8,9
0x0080,9,10
0x0040,10,11
0x0020,11,12
0x0010,12,13
0x0000,14,16
