0x8000,1,1
0x4000,2,2
0x2000,3,3
0x1000,5,6
0x0800,6,8
0x0600,7,10
0x0300,8,13
0x0200,9,16
0x0140,10,20
0x00c0,11,25
0x0010,12,31
0x0000,13,32
